Date,User,Trans/calls
01-05-2020,ADPAURE ,212
01-05-2020,ADPAUTO ,256
01-05-2020,BAZAAR  ,221045
01-05-2020,CIFLASH ,2
01-05-2020,EBETABE ,1440
01-05-2020,ECHUNLA ,11
01-05-2020,EEDAUMI ,1
01-05-2020,EEUTSSN ,1
01-05-2020,EFRYHUW ,1722
01-05-2020,EJORLOF ,862
01-05-2020,EMMGWCI ,4
01-05-2020,EMWRRSQ ,786
01-05-2020,ENVCOMP ,72
01-05-2020,ESWBAPP ,83741
01-05-2020,ETKERP  ,1
01-05-2020,GWSCM1  ,45
01-05-2020,PDMPRIM ,1
01-05-2020,RBSG2CA ,2809
01-05-2020,RCSCI1  ,7484
01-05-2020,RMSUSEP ,81
01-05-2020,SUPERCM ,22932
01-05-2020,U1PDSRV ,161
01-05-2020,V1DPRO  ,732
01-05-2020,V1GSMCM ,2166
01-05-2020,V1PISAP ,9
01-05-2020,V2PDRW  ,1468
02-05-2020,BAZAAR  ,246200
02-05-2020,CIFLASH ,2
02-05-2020,EBETABE ,1439
02-05-2020,ECHUNLA ,2
02-05-2020,EFRYHUW ,1728
02-05-2020,EJORLOF ,863
02-05-2020,EMRIDOM ,15
02-05-2020,EMWRRSQ ,577
02-05-2020,ENVCOMP ,72
02-05-2020,ESWBAPP ,22476
02-05-2020,GWSCM1  ,33
02-05-2020,PDMPRIM ,1
02-05-2020,RBSG2CA ,1265
02-05-2020,RMSUSEP ,7
02-05-2020,SUPERCM ,22135
02-05-2020,U1PDSRV ,148
02-05-2020,V1DPRO  ,720
02-05-2020,V1GSMCM ,2162
02-05-2020,V2PDRW  ,1440
03-05-2020,BAZAAR  ,229711
03-05-2020,EBETABE ,1440
03-05-2020,ECHUNLA ,5
03-05-2020,EFRYHUW ,1727
03-05-2020,EJORLOF ,864
03-05-2020,EMWRRSQ ,583
03-05-2020,ENVCOMP ,72
03-05-2020,ESWBAPP ,51875
03-05-2020,GWSCM1  ,21
03-05-2020,PDMPRIM ,2
03-05-2020,RBSG2CA ,4177
03-05-2020,RCSCI1  ,436
03-05-2020,RMSUSEP ,132
03-05-2020,SUPERCM ,22105
03-05-2020,U1PDSRV ,175
03-05-2020,V1DPRO  ,720
03-05-2020,V1GSMCM ,2162
03-05-2020,V2PDRW  ,1440
03-05-2020,XSEEVIN ,1
04-05-2020,ADPAUTO ,255
04-05-2020,ADPTSEC ,114
04-05-2020,BAZAAR  ,194853
04-05-2020,BCATJOB ,51
04-05-2020,CIFLASH ,6
04-05-2020,EBETABE ,1439
04-05-2020,ECHUNLA ,5
04-05-2020,EEDAUMI ,142
04-05-2020,EEUTSSN ,197
04-05-2020,EEVEKIK ,50
04-05-2020,EFRYHUW ,1722
04-05-2020,EGEOCRI ,257
04-05-2020,EIDNLAI ,7
04-05-2020,EIRNKDR ,306
04-05-2020,EJORLOF ,864
04-05-2020,EMMGWCI ,4
04-05-2020,EMRIDOM ,10
04-05-2020,EMWRRSQ ,644
04-05-2020,ENCKHLN ,10
04-05-2020,ENISANN ,16
04-05-2020,ENVCOMP ,72
04-05-2020,EPKHAGO ,16
04-05-2020,EPKPASA ,339
04-05-2020,EPVDANA ,365
04-05-2020,ERACOSM ,6
04-05-2020,ERLICAC ,286
04-05-2020,ESWBAPP ,54385
04-05-2020,ESZBALZ ,21
04-05-2020,ETKERP  ,3
04-05-2020,ETKTEBE ,1
04-05-2020,EUMBFOR ,2
04-05-2020,EVIOLST ,36
04-05-2020,EZANTNI ,88
04-05-2020,EZMANIR ,160
04-05-2020,GWSCM1  ,60
04-05-2020,IXGLOYS ,1
04-05-2020,PDMPRIM ,30
04-05-2020,RBSG2CA ,4057
04-05-2020,RCSCI1  ,5015
04-05-2020,RMSUSEP ,85
04-05-2020,ROTPRIM ,11
04-05-2020,SGSNINFR,20
04-05-2020,SUPERCM ,22036
04-05-2020,U1PDSRV ,419
04-05-2020,V1DPRO  ,732
04-05-2020,V1GSMCM ,2219
04-05-2020,V1PISAP ,48
04-05-2020,V1PRIMPP,33
04-05-2020,V2PDRW  ,1468
04-05-2020,XSEEVIN ,1
04-05-2020,XSRKAND ,10136
05-05-2020,ADPAUTO ,130
05-05-2020,ADPKIBA ,119
05-05-2020,BAZAAR  ,192595
05-05-2020,BCATJOB ,86
05-05-2020,CIFLASH ,39
05-05-2020,EBETABE ,1440
05-05-2020,ECHUNLA ,19
05-05-2020,EEICMNA ,6
05-05-2020,EEUTSSN ,221
05-05-2020,EFRYHUW ,1728
05-05-2020,EGEOCRI ,196
05-05-2020,EIDNLAI ,78
05-05-2020,EJORLOF ,875
05-05-2020,EMIAMLI ,44
05-05-2020,EMIHGUR ,4
05-05-2020,EMWAPN  ,98
05-05-2020,EMWRRSQ ,793
05-05-2020,ENCKHLN ,126
05-05-2020,ENVCOMP ,72
05-05-2020,EPKPASA ,468
05-05-2020,EPVDANA ,374
05-05-2020,ERACOSM ,117
05-05-2020,ERLICAC ,297
05-05-2020,ESWBAPP ,58243
05-05-2020,ETKERP  ,3
05-05-2020,EUMBFOR ,9
05-05-2020,EVIOLST ,205
05-05-2020,EZMANIR ,130
05-05-2020,EZORSAM ,5873
05-05-2020,GWSCM1  ,79
05-05-2020,IXGLOYS ,1
05-05-2020,LTECCAU ,926
05-05-2020,PDMPRIM ,74
05-05-2020,RBSG2CA ,5190
05-05-2020,RCSCI1  ,12963
05-05-2020,RMSUSEP ,164
05-05-2020,SGSNINFR,9
05-05-2020,SUPERCM ,24375
05-05-2020,U1PDSRV ,210
05-05-2020,V1DPRO  ,752
05-05-2020,V1GSMCM ,2092
05-05-2020,V1PISAP ,83
05-05-2020,V2PDRW  ,1486
05-05-2020,XIGACKI ,1
05-05-2020,XSRKAND ,2395
05-05-2020,ZAPHOD1 ,101
05-05-2020,ZKHMAUR ,13
06-05-2020,ADPAURE ,48
06-05-2020,ADPAUTO ,121
06-05-2020,BAZAAR  ,118337
06-05-2020,BCATJOB ,44
06-05-2020,CIFLASH ,62
06-05-2020,EBETABE ,1439
06-05-2020,ECAMAAN ,81
06-05-2020,ECARHEL ,2
06-05-2020,ECHUNLA ,150
06-05-2020,EEICMNA ,9
06-05-2020,EEUTSSN ,491
06-05-2020,EFEATST ,3
06-05-2020,EFRYHUW ,1707
06-05-2020,EGEOCRI ,281
06-05-2020,EIANOLB ,81
06-05-2020,EIDNLAI ,616
06-05-2020,EIRNKDR ,46
06-05-2020,EJORLOF ,883
06-05-2020,EJUAZER ,118
06-05-2020,EMACATL ,2
06-05-2020,EMIAMLI ,27
06-05-2020,EMMGWCI ,4
06-05-2020,EMRIDOM ,5
06-05-2020,EMWAPN  ,5
06-05-2020,EMWCBO  ,256
06-05-2020,EMWRRSQ ,1124
06-05-2020,ENCKHLN ,2
06-05-2020,ENISANN ,752
06-05-2020,ENVCOMP ,72
06-05-2020,EPVDANA ,378
06-05-2020,ERACOSM ,212
06-05-2020,ERAMMRA ,10120
06-05-2020,ERLICAC ,409
06-05-2020,ESDIVEE ,14
06-05-2020,ESNJKMR ,17
06-05-2020,ESWBAPP ,44825
06-05-2020,ESZASPT ,369
06-05-2020,ETHGGA  ,15
06-05-2020,ETKDAA  ,2
06-05-2020,ETKERP  ,1
06-05-2020,ETKVST  ,2
06-05-2020,EUMBFOR ,3
06-05-2020,EVIOLST ,243
06-05-2020,EZHNZAA ,860
06-05-2020,EZMANIR ,3
06-05-2020,EZNGHEI ,5
06-05-2020,EZORSAM ,1852
06-05-2020,GWSCM1  ,98
06-05-2020,LGAUTO  ,3
06-05-2020,LTECCAU ,955
06-05-2020,PDMPRIM ,59
06-05-2020,RBSG2CA ,11659
06-05-2020,RCSCI1  ,12357
06-05-2020,RMSUSEP ,158
06-05-2020,SGSNINFR,60
06-05-2020,SUPERCM ,27618
06-05-2020,U1PDSRV ,246
06-05-2020,V1DPRO  ,737
06-05-2020,V1GSMCM ,2269
06-05-2020,V1PISAP ,115
06-05-2020,V2PDRW  ,1472
06-05-2020,XSRKAND ,1224
06-05-2020,XVASMAL ,1
07-05-2020,ADPAUTO ,293
07-05-2020,BAZAAR  ,67117
07-05-2020,BCATJOB ,269
07-05-2020,CIFLASH ,4
07-05-2020,EBETABE ,995
07-05-2020,ECHUNLA ,3
07-05-2020,EEUTSSN ,327
07-05-2020,EFRYHUW ,1447
07-05-2020,EGEOCRI ,152
07-05-2020,EIANOLB ,74
07-05-2020,EIDNLAI ,1721
07-05-2020,EJENIRO ,950
07-05-2020,EJIAYZH ,119
07-05-2020,EJORLOF ,729
07-05-2020,EJUAZER ,12
07-05-2020,EMACATL ,1
07-05-2020,EMIHGUR ,21
07-05-2020,EMMGWCI ,5
07-05-2020,EMWCBO  ,4
07-05-2020,EMWMAOL ,64
07-05-2020,EMWRRSQ ,1405
07-05-2020,ENCKHLN ,111
07-05-2020,ENISANN ,571
07-05-2020,ENVCOMP ,67
07-05-2020,EPAMCGU ,16
07-05-2020,EPVDANA ,240
07-05-2020,ERACOSM ,503
07-05-2020,ERAMMRA ,16583
07-05-2020,ERLICAC ,143
07-05-2020,ERVSCH  ,22
07-05-2020,ESWBAPP ,31945
07-05-2020,ESZASPT ,95
07-05-2020,ETHGGA  ,30
07-05-2020,EUMBFOR ,19
07-05-2020,EVIOLST ,119
07-05-2020,EZMANIR ,120
07-05-2020,EZSOMOL ,63
07-05-2020,GWSCM1  ,80
07-05-2020,IXGLOYS ,3
07-05-2020,LGAUTO  ,9
07-05-2020,PDMPRIM ,80
07-05-2020,RBSG2CA ,7338
07-05-2020,RCSCI1  ,7668
07-05-2020,RMSUSEP ,108
07-05-2020,SGSNINFR,28
07-05-2020,SUPERCM ,45215
07-05-2020,U1PDSRV ,244
07-05-2020,V1DPRO  ,577
07-05-2020,V1GSMCM ,1439
07-05-2020,V1PISAP ,73
07-05-2020,V2PDRW  ,1193
07-05-2020,XSRKAND ,100
08-05-2020,BAZAAR  ,52345
08-05-2020,BCATJOB ,164
08-05-2020,CIFLASH ,48
08-05-2020,EBETABE ,504
08-05-2020,EBOSMES ,1
08-05-2020,ECHUNLA ,64
08-05-2020,EEICMNA ,50
08-05-2020,EEUTSSN ,471
08-05-2020,EEVEKIK ,9
08-05-2020,EFRYHUW ,1231
08-05-2020,EGEOCRI ,284
08-05-2020,EIANOLB ,20
08-05-2020,EIDNLAI ,738
08-05-2020,EJENIRO ,4901
08-05-2020,EJORLOF ,187
08-05-2020,EMASZAL ,15
08-05-2020,EMIAMLI ,91
08-05-2020,EMWCBO  ,1
08-05-2020,EMWRRSQ ,1437
08-05-2020,ENVCOMP ,52
08-05-2020,EORRMAC ,71
08-05-2020,ERACOSM ,1352
08-05-2020,ERAMMRA ,12194
08-05-2020,ERLICAC ,354
08-05-2020,ESWBAPP ,32847
08-05-2020,ESZASPT ,36
08-05-2020,ESZBALZ ,94
08-05-2020,ETKERP  ,1
08-05-2020,EUMBFOR ,22
08-05-2020,EVIOLST ,274
08-05-2020,EZDAVLI ,4
08-05-2020,EZMANIR ,108
08-05-2020,GWSCM1  ,67
08-05-2020,LGAUTO  ,3
08-05-2020,LTECCAU ,4
08-05-2020,PDMPRIM ,48
08-05-2020,RBSG2CA ,11591
08-05-2020,RCSCI1  ,6135
08-05-2020,RMSUSEP ,125
08-05-2020,SGSNINFR,20
08-05-2020,SUPERCM ,24864
08-05-2020,U1PDSRV ,192
08-05-2020,V1DPRO  ,517
08-05-2020,V1GSMCM ,211
08-05-2020,V1PISAP ,116
08-05-2020,V2PDRW  ,1027
08-05-2020,XSRKAND ,54
08-05-2020,XVASMAL ,4
09-05-2020,ADPAURE ,74
09-05-2020,BAZAAR  ,8108
09-05-2020,CIFLASH ,49
09-05-2020,EBETABE ,496
09-05-2020,ECHUNLA ,14
09-05-2020,EEUTSSN ,6
09-05-2020,EFRYHUW ,1277
09-05-2020,EMWCBO  ,1
09-05-2020,EMWRRSQ ,1305
09-05-2020,ENVCOMP ,58
09-05-2020,ESWBAPP ,58769
09-05-2020,EUMBFOR ,1
09-05-2020,EZHNZAA ,87
09-05-2020,GWSCM1  ,40
09-05-2020,PDMPRIM ,3
09-05-2020,RBSG2CA ,6953
09-05-2020,RCSCI1  ,65
09-05-2020,RMSUSEP ,54
09-05-2020,SGSNINFR,3
09-05-2020,SUPERCM ,24466
09-05-2020,U1PDSRV ,115
09-05-2020,V1DPRO  ,491
09-05-2020,V1GSMCM ,585
09-05-2020,V1PISAP ,47
09-05-2020,V2PDRW  ,1008
10-05-2020,BAZAAR  ,839
10-05-2020,EBETABE ,503
10-05-2020,ECHUNLA ,9
10-05-2020,EEICMNA ,7
10-05-2020,EEUTSSN ,3
10-05-2020,EFRYHUW ,1298
10-05-2020,EIDNLAI ,21
10-05-2020,EMRIDOM ,1
10-05-2020,EMWCBO  ,3
10-05-2020,EMWRRSQ ,1142
10-05-2020,ENVCOMP ,55
10-05-2020,ESDIVEE ,1
10-05-2020,ESWBAPP ,25310
10-05-2020,GWSCM1  ,17
10-05-2020,PDMPRIM ,1
10-05-2020,RBSG2CA ,3891
10-05-2020,RCSCI1  ,1148
10-05-2020,RMSUSEP ,21
10-05-2020,SGSNINFR,5
10-05-2020,SUPERCM ,28714
10-05-2020,U1PDSRV ,137
10-05-2020,V1DPRO  ,474
10-05-2020,V1GSMCM ,389
10-05-2020,V2PDRW  ,940
10-05-2020,XMADANU ,2
11-05-2020,ADPAUTO ,268
11-05-2020,BAZAAR  ,73069
11-05-2020,CIFLASH ,128
11-05-2020,EBETABE ,637
11-05-2020,EBOSMES ,1
11-05-2020,EBXXZPN ,16
11-05-2020,ECARHEL ,64
11-05-2020,ECHUNLA ,5
11-05-2020,ECIBANU ,60
11-05-2020,EDIMGOU ,1
11-05-2020,EEUTSSN ,120
11-05-2020,EEVEKIK ,7
11-05-2020,EFRYHUW ,1540
11-05-2020,EGEOCRI ,229
11-05-2020,EHAMGIL ,27
11-05-2020,EIANOLB ,132
11-05-2020,EIDNLAI ,360
11-05-2020,EIRNKDR ,40
11-05-2020,EJENIRO ,166
11-05-2020,EMMGWCI ,1
11-05-2020,EMWCBO  ,152
11-05-2020,EMWRRSQ ,1735
11-05-2020,ENCKHLN ,14
11-05-2020,ENVCOMP ,63
11-05-2020,EPKHAGO ,11
11-05-2020,EPVDANA ,498
11-05-2020,ERLICAC ,255
11-05-2020,ESNJKMR ,1
11-05-2020,ESWBAPP ,69774
11-05-2020,EVIOLST ,216
11-05-2020,EZMANIR ,63
11-05-2020,EZORSAM ,42
11-05-2020,GWSCM1  ,98
11-05-2020,LTECCAU ,651
11-05-2020,PDMPRIM ,49
11-05-2020,RBSG2CA ,10270
11-05-2020,RCSCI1  ,8927
11-05-2020,RMSUSEP ,201
11-05-2020,SGSNINFR,19
11-05-2020,SUPERCM ,32813
11-05-2020,TEIPEFR ,16
11-05-2020,U1PDSRV ,242
11-05-2020,V1DPRO  ,624
11-05-2020,V1GSMCM ,2191
11-05-2020,V1PISAP ,112
11-05-2020,V1PRIMPP,31
11-05-2020,V2PDRW  ,1292
11-05-2020,XIGEFIL ,2
11-05-2020,XSRKAND ,64
11-05-2020,XVASMAL ,4
11-05-2020,ZDEMSAG ,21
11-05-2020,ZSWEARS ,15
12-05-2020,ADPAUTO ,131
12-05-2020,BAZAAR  ,140055
12-05-2020,BCATJOB ,34
12-05-2020,CIFLASH ,118
12-05-2020,EBETABE ,720
12-05-2020,ECHUNLA ,30
12-05-2020,ECIBANU ,7
12-05-2020,EEICMNA ,6
12-05-2020,EELIIST ,40
12-05-2020,EEUTSSN ,118
12-05-2020,EFRYHUW ,1717
12-05-2020,EHAMGIL ,5
12-05-2020,EIDNLAI ,439
12-05-2020,EIRNKDR ,185
12-05-2020,EJENIRO ,295
12-05-2020,EJUAZER ,289
12-05-2020,EKITBAR ,5
12-05-2020,EMIAMLI ,42
12-05-2020,EMRIDOM ,2
12-05-2020,EMWCBO  ,147
12-05-2020,EMWRRSQ ,1642
12-05-2020,ENCKHLN ,746
12-05-2020,ENVCOMP ,72
12-05-2020,EPKPASA ,27
12-05-2020,EPVDANA ,10
12-05-2020,ERACOSM ,66
12-05-2020,ERLICAC ,112
12-05-2020,ESDIVEE ,2
12-05-2020,ESWBAPP ,55472
12-05-2020,ETHGGA  ,15
12-05-2020,EVIOLST ,301
12-05-2020,EZANTNI ,88
12-05-2020,GWSCM1  ,117
12-05-2020,LTECCAU ,18
12-05-2020,PDMPRIM ,39
12-05-2020,RBSG2CA ,17772
12-05-2020,RCSCI1  ,12761
12-05-2020,RMSUSEP ,93
12-05-2020,SGSNINFR,26
12-05-2020,SUPERCM ,27888
12-05-2020,TEIPEFR ,20
12-05-2020,U1PDSRV ,218
12-05-2020,V1DPRO  ,735
12-05-2020,V1GSMCM ,2229
12-05-2020,V1PISAP ,71
12-05-2020,V2PDRW  ,1468
12-05-2020,XSRKAND ,77
12-05-2020,XVASMAL ,3
13-05-2020,BAZAAR  ,121261
13-05-2020,BCATJOB ,73
13-05-2020,CIFLASH ,450
13-05-2020,EBETABE ,702
13-05-2020,EBRIMOR ,15
13-05-2020,ECARHEL ,1
13-05-2020,ECHUNLA ,93
13-05-2020,ECIBANU ,9
13-05-2020,EEICMNA ,1
13-05-2020,EELIIST ,30
13-05-2020,EEUTSSN ,192
13-05-2020,EFEATST ,2
13-05-2020,EFRYHUW ,1722
13-05-2020,EGEOCRI ,1233
13-05-2020,EHAMGIL ,417
13-05-2020,EIANOLB ,122
13-05-2020,EIDNLAI ,60
13-05-2020,EIRNKDR ,26
13-05-2020,EJENIRO ,368
13-05-2020,EJORLOF ,345
13-05-2020,EJUAZER ,358
13-05-2020,EMIHGUR ,2
13-05-2020,EMMGWCI ,8
13-05-2020,EMRIDOM ,44
13-05-2020,EMWCBO  ,58
13-05-2020,EMWRRSQ ,1655
13-05-2020,ENCKHLN ,768
13-05-2020,ENISANN ,56
13-05-2020,ENVCOMP ,72
13-05-2020,EORRMAC ,109
13-05-2020,ERACOSM ,400
13-05-2020,ERLICAC ,204
13-05-2020,ESDIVEE ,1
13-05-2020,ESNJKMR ,2
13-05-2020,ESWBAPP ,41374
13-05-2020,ETAGJIG ,99
13-05-2020,ETHGGA  ,150
13-05-2020,EVIOLST ,75
13-05-2020,EZDAVLI ,12
13-05-2020,EZMANIR ,119
13-05-2020,EZNGHEI ,4
13-05-2020,GWSCM1  ,102
13-05-2020,LGAUTO  ,6
13-05-2020,LTECCAU ,739
13-05-2020,PDMPRIM ,63
13-05-2020,RBSG2CA ,12971
13-05-2020,RCSCI1  ,11344
13-05-2020,RMSUSEP ,83
13-05-2020,SGSNINFR,44
13-05-2020,SUPERCM ,26113
13-05-2020,TEIPEFR ,25
13-05-2020,U1PDSRV ,239
13-05-2020,V1DPRO  ,721
13-05-2020,V1GSMCM ,2269
13-05-2020,V1PISAP ,119
13-05-2020,V2PDRW  ,1435
13-05-2020,XIGMARI ,1
13-05-2020,XSEEVIN ,2
13-05-2020,ZDEMSAG ,24
14-05-2020,ADPAUTO ,9
14-05-2020,BAZAAR  ,64294
14-05-2020,BCATJOB ,158
14-05-2020,CIFLASH ,279
14-05-2020,EBETABE ,718
14-05-2020,EBXXZPN ,17
14-05-2020,ECAMAAN ,95
14-05-2020,ECARHEL ,38
14-05-2020,ECHUNLA ,30
14-05-2020,ECIBANU ,7
14-05-2020,EDONXUE ,292
14-05-2020,EEICMNA ,6
14-05-2020,EEIDOCD ,36
14-05-2020,EELIIST ,60
14-05-2020,EEUTSSN ,260
14-05-2020,EFRYHUW ,1716
14-05-2020,EGEOCRI ,689
14-05-2020,EHAMGIL ,990
14-05-2020,EIANOLB ,344
14-05-2020,EIDNLAI ,63
14-05-2020,EIRNKDR ,6
14-05-2020,EJENIRO ,114
14-05-2020,EJIAYZH ,44
14-05-2020,EJORLOF ,906
14-05-2020,EJUAZER ,47
14-05-2020,EMIHGUR ,17
14-05-2020,EMRIDOM ,34
14-05-2020,EMWCBO  ,18
14-05-2020,EMWRRSQ ,1781
14-05-2020,ENCKHLN ,311
14-05-2020,ENISANN ,4
14-05-2020,ENVCOMP ,72
14-05-2020,EORRMAC ,127
14-05-2020,EORSUAF ,39
14-05-2020,EPVDANA ,319
14-05-2020,ERACOSM ,232
14-05-2020,ERLICAC ,63
14-05-2020,ESWBAPP ,59838
14-05-2020,ESZASPT ,34
14-05-2020,ETAGJIG ,229
14-05-2020,ETHGGA  ,285
14-05-2020,ETHVAIS ,191
14-05-2020,EVIOLST ,51
14-05-2020,EWASHIY ,14
14-05-2020,EZMANIR ,25
14-05-2020,EZNGHEI ,29
14-05-2020,GWSCM1  ,114
14-05-2020,KACXAPI ,19
14-05-2020,LTECCAU ,4
14-05-2020,PDMPRIM ,36
14-05-2020,RBSG2CA ,5174
14-05-2020,RCSCI1  ,11968
14-05-2020,RMSUSEP ,85
14-05-2020,SGSNINFR,30
14-05-2020,SUPERCM ,25931
14-05-2020,TEIPEFR ,14
14-05-2020,U1PDSRV ,253
14-05-2020,V1DPRO  ,723
14-05-2020,V1GSMCM ,2220
14-05-2020,V1PISAP ,71
14-05-2020,V2PDRW  ,1459
14-05-2020,XSRKAND ,5
14-05-2020,XVASMAL ,1
15-05-2020,ADPAUTO ,454
15-05-2020,BAZAAR  ,68380
15-05-2020,BCATJOB ,105
15-05-2020,CIFLASH ,66
15-05-2020,EBETABE ,719
15-05-2020,EBRIMOR ,15
15-05-2020,ECHUNLA ,37
15-05-2020,ECIBANU ,2
15-05-2020,EDONXUE ,73
15-05-2020,EELIIST ,50
15-05-2020,EEUTSSN ,58
15-05-2020,EFRYHUW ,1728
15-05-2020,EGEOCRI ,32
15-05-2020,EHAMGIL ,867
15-05-2020,EIANOLB ,57
15-05-2020,EIDNLAI ,135
15-05-2020,EJENIRO ,77
15-05-2020,EJORLOF ,891
15-05-2020,EMWCBO  ,14
15-05-2020,EMWRRSQ ,1654
15-05-2020,ENVCOMP ,72
15-05-2020,EORRMAC ,140
15-05-2020,EPVDANA ,63
15-05-2020,ERACOSM ,272
15-05-2020,ERLICAC ,176
15-05-2020,ESNJKMR ,2
15-05-2020,ESWBAPP ,147824
15-05-2020,ESZBALZ ,21
15-05-2020,ETHGGA  ,361
15-05-2020,ETHVAIS ,3
15-05-2020,ETKCUA  ,1
15-05-2020,ETKVST  ,2
15-05-2020,EVIOLST ,4
15-05-2020,EZHNZAA ,5
15-05-2020,EZMANIR ,35
15-05-2020,GWSCM1  ,126
15-05-2020,LGAUTO  ,9
15-05-2020,LTECCAU ,929
15-05-2020,PDMPRIM ,55
15-05-2020,RBSG2CA ,16066
15-05-2020,RCSCI1  ,16915
15-05-2020,RMSUSEP ,185
15-05-2020,SGSNINFR,30
15-05-2020,SUPERCM ,31741
15-05-2020,TEIPEFR ,14
15-05-2020,U1PDSRV ,217
15-05-2020,V1DPRO  ,722
15-05-2020,V1GSMCM ,2320
15-05-2020,V1PISAP ,77
15-05-2020,V2PDRW  ,1465
15-05-2020,XSRKAND ,11
15-05-2020,ZSAGGIR ,2
15-05-2020,ZSWEARS ,3
16-05-2020,BAZAAR  ,1230
16-05-2020,EBETABE ,624
16-05-2020,ECHUNLA ,16
16-05-2020,ECIBANU ,1
16-05-2020,EEUTSSN ,7
16-05-2020,EFRYHUW ,1503
16-05-2020,EHAMGIL ,745
16-05-2020,EIANOLB ,3
16-05-2020,EJORLOF ,746
16-05-2020,EMWCBO  ,7
16-05-2020,EMWRRSQ ,1248
16-05-2020,ENVCOMP ,60
16-05-2020,ESWBAPP ,126810
16-05-2020,ETHGGA  ,248
16-05-2020,GWSCM1  ,4
16-05-2020,LTECCAU ,32
16-05-2020,RBSG2CA ,134
16-05-2020,RCSCI1  ,8373
16-05-2020,RMSUSEP ,67
16-05-2020,SUPERCM ,24474
16-05-2020,U1PDSRV ,175
16-05-2020,V1DPRO  ,625
16-05-2020,V2PDRW  ,1247
17-05-2020,BAZAAR  ,1260
17-05-2020,CIFLASH ,8
17-05-2020,EABRRAI ,264
17-05-2020,EBETABE ,6
17-05-2020,ECIBANU ,1
17-05-2020,EEUTSSN ,1
17-05-2020,EFRYHUW ,2597
17-05-2020,EHAMGIL ,2019
17-05-2020,EIANOLB ,1
17-05-2020,EJORLOF ,1375
17-05-2020,EMIAMLI ,436
17-05-2020,EMWRRSQ ,4013
17-05-2020,ENVCOMP ,66
17-05-2020,ESWBAPP ,40587
17-05-2020,ETHGGA  ,641
17-05-2020,GWSCM1  ,2
17-05-2020,PDMPRIM ,6
17-05-2020,RBSG2CA ,2012
17-05-2020,RCSCI1  ,527
17-05-2020,RMSUSEP ,124
17-05-2020,SGSNINFR,4
17-05-2020,SUPERCM ,25219
17-05-2020,U1PDSRV ,138
17-05-2020,V1DPRO  ,631
17-05-2020,V1GSMCM ,1511
17-05-2020,V1PISAP ,3
17-05-2020,V2PDRW  ,1270
17-05-2020,ZSWEARS ,6
18-05-2020,BAZAAR  ,896
18-05-2020,BCATJOB ,17
18-05-2020,CIFLASH ,15
18-05-2020,ECHUNLA ,207
18-05-2020,ECIBANU ,19
18-05-2020,EEICMNA ,125
18-05-2020,EELIIST ,15
18-05-2020,EEUTSSN ,124
18-05-2020,EFRYHUW ,1379
18-05-2020,EGEOCRI ,57
18-05-2020,EHAMGIL ,476
18-05-2020,EIANOLB ,12
18-05-2020,EIDNLAI ,90
18-05-2020,EIRNKDR ,52
18-05-2020,EJENIRO ,166
18-05-2020,EJORLOF ,1057
18-05-2020,EJUAZER ,21
18-05-2020,EMRIDOM ,1
18-05-2020,EMWCBO  ,108
18-05-2020,EMWRRSQ ,2058
18-05-2020,ENCKHLN ,93
18-05-2020,ENVCOMP ,72
18-05-2020,EORRMAC ,103
18-05-2020,EPVDANA ,241
18-05-2020,ERACOSM ,245
18-05-2020,ERAMMRA ,20
18-05-2020,ERLICAC ,118
18-05-2020,ERVLL   ,323
18-05-2020,ERVSCH  ,103
18-05-2020,ESDIVEE ,2
18-05-2020,ESNJKMR ,6
18-05-2020,ESWBAPP ,59464
18-05-2020,ETHGGA  ,339
18-05-2020,EZHNZAA ,581
18-05-2020,EZORSAM ,10986
18-05-2020,GWSCM1  ,131
18-05-2020,LTECCAU ,1544
18-05-2020,PDMPRIM ,90
18-05-2020,RBSG2CA ,9592
18-05-2020,RCSCI1  ,19787
18-05-2020,RMSUSEP ,291
18-05-2020,SGSNINFR,64
18-05-2020,SUPERCM ,28710
18-05-2020,TEIPEFR ,16
18-05-2020,U1PDSRV ,205
18-05-2020,V1DPRO  ,755
18-05-2020,V1GSMCM ,2222
18-05-2020,V1PISAP ,119
18-05-2020,V1PRIMPP,33
18-05-2020,V2PDRW  ,1504
18-05-2020,XIGACKI ,2
18-05-2020,XIGMARI ,1
18-05-2020,XSRKAND ,797
18-05-2020,XVASMAL ,4
18-05-2020,ZSAGGIR ,3
19-05-2020,ADPAUTO ,254
19-05-2020,BAZAAR  ,940
19-05-2020,BCATJOB ,105
19-05-2020,CIFLASH ,158
19-05-2020,ECHUNLA ,3
19-05-2020,EDONXUE ,22
19-05-2020,EEDAUMI ,67
19-05-2020,EEICMNA ,1
19-05-2020,EELIIST ,5
19-05-2020,EEUTSSN ,185
19-05-2020,EGEOCRI ,42
19-05-2020,EHAMGIL ,1
19-05-2020,EIANOLB ,36
19-05-2020,EIDNLAI ,62
19-05-2020,EJENIRO ,209
19-05-2020,EJORLOF ,878
19-05-2020,EJUAZER ,24
19-05-2020,EMWMAOL ,13
19-05-2020,EMWRRSQ ,1657
19-05-2020,ENCKHLN ,10
19-05-2020,ENISANN ,148
19-05-2020,ENVCOMP ,69
19-05-2020,EORRMAC ,59
19-05-2020,EPVDANA ,201
19-05-2020,ERACOSM ,195
19-05-2020,ERAMMRA ,1536
19-05-2020,ERLICAC ,128
19-05-2020,ERVSCH  ,39
