Date,User,Trans/calls
16-08-2020,V1GSMCM ,2157
16-08-2020,V1PISAP ,15
16-08-2020,V2PDRW  ,290
17-08-2020,ADPAURE ,6
17-08-2020,ADPAUTO ,1
17-08-2020,BAZAAR  ,118
17-08-2020,BSSCICD ,15
17-08-2020,CIFLASH ,4
17-08-2020,EABRRAI ,9
17-08-2020,EALKASH ,12
17-08-2020,EANDCOJ ,139
17-08-2020,EBETABE ,700
17-08-2020,EBETDAN ,24
17-08-2020,ECEANAM ,28
17-08-2020,ECHUNLA ,20
17-08-2020,EDGHIMF ,14
17-08-2020,EDXPOPS ,16
17-08-2020,EEICMNA ,8
17-08-2020,EGEOCRI ,88
17-08-2020,EGRISUN ,15
17-08-2020,EHAMGIL ,1
17-08-2020,EIDNLAI ,115
17-08-2020,EJENIRO ,150
17-08-2020,EKINKNY ,137
17-08-2020,ELEERIK ,120
17-08-2020,EMRIDOM ,11
17-08-2020,EMWRRSQ ,11
17-08-2020,ENVCOMP ,72
17-08-2020,EORRMAC ,125
17-08-2020,EPAALEI ,10
17-08-2020,EPKPASA ,23
17-08-2020,EPVDANA ,241
17-08-2020,ERACOSM ,151
17-08-2020,ERLICAC ,37
17-08-2020,ESDIVEE ,15
17-08-2020,ESHSONA ,266
17-08-2020,ESWBAPP ,22213
17-08-2020,EWASHIY ,5
17-08-2020,EZHAYUM ,28
17-08-2020,GWSCM1  ,88
17-08-2020,NGSUSER ,2
17-08-2020,PDMPRIM ,19
17-08-2020,RCSCI1  ,6722
17-08-2020,RDCSHNJ ,173
17-08-2020,RMSUSEP ,39
17-08-2020,SGSNINFR,45
17-08-2020,SUPERCM ,9016
17-08-2020,U1PDSRV ,224
17-08-2020,V1DPRO  ,708
17-08-2020,V1GSMCM ,2159
17-08-2020,V1PISAP ,67
17-08-2020,V2PDRW  ,1978
17-08-2020,XSRKAND ,700
18-08-2020,BAZAAR  ,46
18-08-2020,CIFLASH ,2
18-08-2020,EANDCOJ ,86
18-08-2020,EBETABE ,718
18-08-2020,ECINTSL ,4
18-08-2020,EDGHIMF ,4
18-08-2020,EDONXUE ,316
18-08-2020,EEDAUMI ,8
18-08-2020,EGEOCRI ,173
18-08-2020,EIDNLAI ,25
18-08-2020,EJENIRO ,165
18-08-2020,ELEERIK ,1
18-08-2020,EMIAMLI ,23
18-08-2020,EMMGWCI ,4
18-08-2020,EMRIDOM ,7
18-08-2020,EMWMAOL ,1
18-08-2020,ENVCOMP ,72
18-08-2020,EPKPASA ,35
18-08-2020,EPVDANA ,2
18-08-2020,ERLICAC ,2
18-08-2020,ESHSONA ,530
18-08-2020,ESWBAPP ,36402
18-08-2020,EZMANIR ,103
18-08-2020,GWSCM1  ,88
18-08-2020,PDMPRIM ,13
18-08-2020,RCSCI1  ,15601
18-08-2020,RDCSHNJ ,137
18-08-2020,RMSUSEP ,80
18-08-2020,ROTPRIM ,41
18-08-2020,SGSNINFR,32
18-08-2020,SUPERCM ,11941
18-08-2020,U1PDSRV ,181
18-08-2020,V1DPRO  ,723
18-08-2020,V1GSMCM ,2320
18-08-2020,V1PISAP ,50
18-08-2020,V2PDRW  ,2159
19-08-2020,ADPAUTO ,3
19-08-2020,BAZAAR  ,380
19-08-2020,BSSCICD ,8
19-08-2020,CIFLASH ,1
19-08-2020,EANDCOJ ,102
19-08-2020,EBETABE ,711
19-08-2020,EBETDAN ,1
19-08-2020,EDGHIMF ,2
19-08-2020,EELIIST ,15
19-08-2020,EFEATST ,1
19-08-2020,EGEOCRI ,104
19-08-2020,EHAMGIL ,1
19-08-2020,EIDNLAI ,40
19-08-2020,EJENIRO ,175
19-08-2020,ELEERIK ,5
19-08-2020,EMMGWCI ,4
19-08-2020,EMRIDOM ,7
19-08-2020,ENVCOMP ,72
19-08-2020,EPKPASA ,2
19-08-2020,EPVDANA ,380
19-08-2020,ERACOSM ,64
19-08-2020,ERVSCH  ,10
19-08-2020,ESHSONA ,567
19-08-2020,ESWBAPP ,133140
19-08-2020,EZHAYUM ,1
19-08-2020,EZMANIR ,87
19-08-2020,GWSCM1  ,135
19-08-2020,PDMPRIM ,38
19-08-2020,RBSG2CA ,4
19-08-2020,RCSCI1  ,13055
19-08-2020,RDCSHNJ ,1
19-08-2020,RMSUSEP ,131
19-08-2020,SGSNINFR,75
19-08-2020,SUPERCM ,18502
19-08-2020,U1PDSRV ,235
19-08-2020,V1DPRO  ,716
19-08-2020,V1GSMCM ,2170
19-08-2020,V1PISAP ,66
19-08-2020,V2PDRW  ,2137
19-08-2020,XSRKAND ,449
19-08-2020,ZPSNSWM ,3
20-08-2020,ADPAUTO ,5
20-08-2020,ARWAUTO ,3
20-08-2020,BAZAAR  ,287
20-08-2020,BCATJOB ,1
20-08-2020,BSSCICD ,17
20-08-2020,EANDCOJ ,6
20-08-2020,EBETABE ,720
20-08-2020,ECERBR  ,1
20-08-2020,EEICMNA ,1
20-08-2020,EEUTSSN ,2
20-08-2020,EFEATST ,1
20-08-2020,EGEOCRI ,75
20-08-2020,EJENIRO ,129
20-08-2020,ELEERIK ,6
20-08-2020,EMIAMLI ,835
20-08-2020,EMMGWCI ,4
20-08-2020,EMRIDOM ,7
20-08-2020,EMWRRSQ ,7
20-08-2020,ENISANN ,96
20-08-2020,ENVCOMP ,72
20-08-2020,EPKPASA ,2
20-08-2020,EPVDANA ,248
20-08-2020,ERACOSM ,70
20-08-2020,ERAMMRA ,113
20-08-2020,ERLICAC ,38
20-08-2020,ESHSONA ,545
20-08-2020,ESWBAPP ,38956
20-08-2020,ESZASPT ,2
20-08-2020,EZHAYUM ,4
20-08-2020,EZMANIR ,269
20-08-2020,GWSCM1  ,116
20-08-2020,PDMPRIM ,12
20-08-2020,RCSCI1  ,11565
20-08-2020,RDCSHNJ ,5
20-08-2020,RMSUSEP ,85
20-08-2020,SGSNINFR,31
20-08-2020,SUPERCM ,13034
20-08-2020,U1PDSRV ,204
20-08-2020,V1DPRO  ,723
20-08-2020,V1GSMCM ,2321
20-08-2020,V1PISAP ,101
20-08-2020,V2PDRW  ,2162
20-08-2020,XSRKAND ,180
20-08-2020,ZSAGGIR ,3
21-08-2020,ADPTSEC ,2
21-08-2020,BAZAAR  ,510
21-08-2020,BCATJOB ,4
21-08-2020,BSSCICD ,16
21-08-2020,EABRRAI ,1
21-08-2020,EANDCOJ ,152
21-08-2020,EBETABE ,720
21-08-2020,EBETDAN ,1
21-08-2020,ECHUNLA ,1
21-08-2020,EEICMNA ,1
21-08-2020,EELIIST ,5
21-08-2020,EEUTSSN ,1
21-08-2020,EFEATST ,4
21-08-2020,EGEOCRI ,147
21-08-2020,EJENIRO ,63
21-08-2020,EJORLOF ,3
21-08-2020,ELEERIK ,3
21-08-2020,EMIAMLI ,2858
21-08-2020,EMMGWCI ,4
21-08-2020,EMRIDOM ,3
21-08-2020,EMWRRSQ ,21
21-08-2020,ENISANN ,12
21-08-2020,ENVCOMP ,72
21-08-2020,EPKPASA ,8
21-08-2020,EPVDANA ,170
21-08-2020,ERACOSM ,22
21-08-2020,ERAMMRA ,132
21-08-2020,ERLICAC ,2
21-08-2020,ESHSONA ,570
21-08-2020,ESWBAPP ,70498
21-08-2020,ETAJROZ ,1
21-08-2020,EZHAYAX ,1
21-08-2020,EZHAYUM ,3
21-08-2020,EZMANIR ,50
21-08-2020,GWSCM1  ,47
21-08-2020,PDMPRIM ,32
21-08-2020,RCSCI1  ,8078
21-08-2020,RDCSHNJ ,46
21-08-2020,RMSUSEP ,25
21-08-2020,SGSNINFR,26
21-08-2020,SUPERCM ,14434
21-08-2020,U1PDSRV ,163
21-08-2020,V1DPRO  ,724
21-08-2020,V1GSMCM ,2369
21-08-2020,V1PISAP ,119
21-08-2020,V2PDRW  ,2161
21-08-2020,XSRKAND ,131
21-08-2020,ZDEMSAG ,1
22-08-2020,ADPAUTO ,10
22-08-2020,ADPTSEC ,25
22-08-2020,BAZAAR  ,2953
22-08-2020,BCATJOB ,34
22-08-2020,BSSCICD ,36
22-08-2020,EABRRAI ,12
22-08-2020,EALKASH ,3
22-08-2020,EBETABE ,720
22-08-2020,EBETDAN ,18
22-08-2020,ECEANAM ,25
22-08-2020,ECINTSL ,15
22-08-2020,EDXPOPS ,9
22-08-2020,EEICMNA ,2
22-08-2020,ELEERIK ,39
22-08-2020,EMRIDOM ,8
22-08-2020,EMWRRSQ ,163
22-08-2020,ENVCOMP ,72
22-08-2020,EPAALEI ,3
22-08-2020,EPKPASA ,16
22-08-2020,ESAKARO ,21
22-08-2020,ESDIVEE ,4
22-08-2020,ESHSONA ,577
22-08-2020,EZHAYUM ,19
22-08-2020,GWSCM1  ,32
22-08-2020,NGSUSER ,8
22-08-2020,RCSCI1  ,1196
22-08-2020,RDCSHNJ ,217
22-08-2020,RMSUSEP ,2
22-08-2020,SUPERCM ,8916
22-08-2020,U1PDSRV ,163
22-08-2020,V1DPRO  ,571
22-08-2020,V1GSMCM ,2201
22-08-2020,V2PDRW  ,2167
22-08-2020,ZDEMSAG ,9
23-08-2020,ADPAUTO ,1
23-08-2020,ADPTSEC ,9
23-08-2020,BAZAAR  ,70
23-08-2020,BCATJOB ,14
23-08-2020,BSSCICD ,1
23-08-2020,EABRRAI ,5
23-08-2020,EALKASH ,2
23-08-2020,EBETABE ,720
23-08-2020,EBETDAN ,10
23-08-2020,ECEANAM ,2
23-08-2020,ECHUNLA ,8
23-08-2020,ECINTSL ,4
23-08-2020,EDXPOPS ,2
23-08-2020,EEICMNA ,5
23-08-2020,EJENIRO ,20
23-08-2020,ELEERIK ,50
23-08-2020,EMRIDOM ,5
23-08-2020,EMWRRSQ ,31
23-08-2020,ENVCOMP ,72
23-08-2020,EPAALEI ,2
23-08-2020,EPKPASA ,46
23-08-2020,ERVSCH  ,8
23-08-2020,ESAKARO ,3
23-08-2020,ESDIVEE ,3
23-08-2020,ESHSONA ,576
23-08-2020,ESWBAPP ,5792
23-08-2020,EZHAYAX ,1
23-08-2020,EZHAYUM ,26
23-08-2020,NGSUSER ,1
23-08-2020,RCSCI1  ,466
23-08-2020,RDCSHNJ ,378
23-08-2020,RMSUSEP ,7
23-08-2020,SGSNINFR,2
23-08-2020,SUPERCM ,8770
23-08-2020,U1PDSRV ,125
23-08-2020,V1GSMCM ,2159
23-08-2020,V1PISAP ,1
23-08-2020,V2PDRW  ,2159
23-08-2020,ZDEMSAG ,7
24-08-2020,ADPTSEC ,43
24-08-2020,BAZAAR  ,123
24-08-2020,EANDCOJ ,78
24-08-2020,EBETABE ,717
24-08-2020,EELITIM ,6
24-08-2020,EEUTSSN ,5
24-08-2020,EGEOCRI ,38
24-08-2020,EIRNKDR ,236
24-08-2020,EJENIRO ,69
24-08-2020,EKINKNY ,216
24-08-2020,ELEERIK ,1
24-08-2020,EMMGWCI ,128
24-08-2020,EMRIDOM ,2
24-08-2020,EMWRRSQ ,11
24-08-2020,ENVCOMP ,72
24-08-2020,EORRMAC ,2
24-08-2020,EPKPASA ,2
24-08-2020,ERACOSM ,20
24-08-2020,ERVSCH  ,5
24-08-2020,ESHSONA ,574
24-08-2020,ESWBAPP ,83674
24-08-2020,ETINSHI ,19
24-08-2020,EVIOLST ,63
24-08-2020,GWSCM1  ,98
24-08-2020,PDMPRIM ,44
24-08-2020,RCSCI1  ,7982
24-08-2020,RDCSHNJ ,17
24-08-2020,RMSUSEP ,95
24-08-2020,SUPERCM ,12341
24-08-2020,U1PDSRV ,213
24-08-2020,V1DPRO  ,431
24-08-2020,V1GSMCM ,2157
24-08-2020,V1PISAP ,119
24-08-2020,V1PRIMPP,33
24-08-2020,V2PDRW  ,2220
25-08-2020,ADPKIBA ,1
25-08-2020,ADPTSEC ,7
25-08-2020,BAZAAR  ,779
25-08-2020,BCATJOB ,2
25-08-2020,BSSCICD ,1
25-08-2020,EALKASH ,24
25-08-2020,EANDCOJ ,97
25-08-2020,EBETABE ,719
25-08-2020,ECEANAM ,1
25-08-2020,ECHUNLA ,1
25-08-2020,EEUTSSN ,3
25-08-2020,EGEOCRI ,87
25-08-2020,EIRNKDR ,357
25-08-2020,EJENIRO ,127
25-08-2020,ELEERIK ,5
25-08-2020,EMAJMIS ,1
25-08-2020,EMMGWCI ,4
25-08-2020,EMWRRSQ ,19
25-08-2020,ENVCOMP ,72
25-08-2020,EPKPASA ,3
25-08-2020,ERAMMRA ,315
25-08-2020,ERLICAC ,2
25-08-2020,ERVEKMS ,21
25-08-2020,ESHSONA ,570
25-08-2020,ESWBAPP ,39471
25-08-2020,ETINSHI ,8
25-08-2020,ETKTEBE ,1
25-08-2020,ETOBGRA ,1
25-08-2020,EUMBFOR ,12
25-08-2020,EVIOLST ,92
25-08-2020,EZHAYUM ,1
25-08-2020,EZMANIR ,121
25-08-2020,EZORSAM ,17
25-08-2020,GWSCM1  ,136
25-08-2020,PDMPRIM ,19
25-08-2020,RCSCI1  ,17172
25-08-2020,RDCSHNJ ,79
